Index,Comment
49,@anne this is so funny i actually laugh so hard
50,bro wasted my 2.19 time
51,ganti balik 2 minit aku
52,@cahayaimani01 ghisau
53,the ending
54,long story short la
55,jauh woah nak jumpa point dia
56,@ur boy friend weh hahahahah kelakar
57,"make a malay podcasts regularly after this, layan korang borak in malay lagi kekek"
58,the buildup story just to ended with condensed milk is surreal
59,dia punya panjang cerita tu...
60,@rnvbyl_ @nyleatasha that's why don't memilih
61,aku berharap makcik tu bagi teh halia ke apa enn
62,cuba buat bunyi udang
63,im so thankful i found this acc .... u guys made my day
64,"bro suspense, m.night shyamalan pun kalah lah!"
65,@kyrodesu ending paling gg
66,you guys never failed to make me laugh haha
67,so the conclusion is susu expired buat kite sakit perut .
68,i expecting more than that hahahahhahahahha
69,@mohdniell lwk do
70,"""kau macam belum faham ke?"" ahahaha"
71,lmao
72,low key low key
73,@lookingforwanie_ suko selok aku
74,lowkey loving the podcasts in malay
75,@shaeo0o @maisadniaa penatla
76,hahahaha best your story bruh
77,hahaha..aku ingatkan makcik tu bagi detox tea adoiiii
78,k ok
79,the plot twist
80,ingat cerita seram weii..aku punya la concentrate dengar story dia
81,sameeeee
82,hahahahhaa pasal udang tu
83,hadoiiiii
84,"ending dia disappointingnya tkpe la, at least jalan cerita best hahaha"
85,please hahahahaha
86,@userrr00009_ hahah
87,what is gawwinggg ownnn
88,dat ending
89,ending yg tak dijangka
90,help
91,@zahirahsyauqina lah rupa rupanya expired
92,@muhdirfan900 sg ckp
93,"dia angin dalam badan tu ,sesetengah org xboleh minum teh"
94,maaf part last i tergelak
95,lah
96,ending yg sangat ramah ygy teruknaw
97,@20adib
98,hahahhahahhaha @haneesis @ezacq
99,pnjg lebo cerita itu je puncanya...
100,igtkan kena teh detox
101,straight to the point je lahh kalau cam tu jawab sebb ape sakit perutt haih
102,tetiba rasa mcm menyesal dgr sampai habis
103,aku penatlah gini
104,hahhaa like your malay bro..
105,nyesal aku dengar sampai habis
106,"i thought, angin la tu minum teh.. rupanya susu expired"
107,the condensed milk almost costed his life
108,the plot twist is so smooth
109,ending diacite punya la panjang
110,@dykmeeeee adeh
111,@minnnie._
112,bahasa apa ni
113,cerita punya gempak la sia hahahahha
114,"""aku sakit perut selepas minum air tea ah kan pastu ternyata susu expired"" lgi senang"
115,nak bgitau tu jeke
116,minum air masak je pun bolehhh laa
117,aku invest gila dgn story dia last2 psal susu basi
118,adoiiiii.... gigih aku dgr
119,punye la aq kusyuk dengo..hishshhajhahshsh
120,you wasted my five minute that never get back
121,weyh hahhahahahagagahaha i can't
122,hahahaha stress akubdengar
123,aku pun pernah do kena aku pun pikir expired ke air green tea aku beli ni.. nthlh
124,knp tahu punca last vid..
125,i'm soo invested in his story. aduhh
126,cite bukan main panjang rupenye2 expired bgi blik line aq
127,bkn mainnnnn aishh last ii hm
128,hahahahaha.. jauh betul dgn santau
129,damn son
130,i thought makcik tu ltk air gas dlm air tea tu
131,@berrrystrawberry
132,pulangkan balik masa aku
133,punyalah aq ingat ada plot twist besar.. rupanya expired. aduhhh
134,lain kali mintak kopi o la senang. takya yg pekat tak kan expired..
135,@istericedricdigory @nuralyaaaa._ weh ahahahhahahahhaha
136,they way he dont like his friend talk dirty make me fall in love
137,betul tapi bleck magic
138,lah ingatkan makcik tu poision dia
139,omg that happend to me b4
140,natural storyteller
141,lowkey tu ape sia
142,"""kau masih belum paham ke pe"" hahahaha relatable siak"
143,lah
144,"tak masalahny, time dia kata sakit perut smpi jdi udang tu dlm kepala otak aku ""dia period ke!?"""
145,"weh i suka dgr their ""borak"""
146,@sayu_senp4i
147,"sian membe , tak pasal ii kene tuduh santau org hahaha"
148,lahh aku igt teh biasa rupanya teh tarik
149,allahu ahahahahahahhaaha
150,tu gastrikkk bro.
151,plot twist dia tanjat aq
152,tu je adeh
153,lahhh
154,mnyesal minta tea
155,ingat seram
156,bende susah buat ape senang
157,damn soooon
158,i like when he said 'damn son
159,biasa la tu air tea sakit perut
160,knp tk cakap awal awal
161,siannn hahaha
162,kesian tau
163,@adamboek_ dgr smpi habis
164,aku suka doh cara malay singapore ckp dia ada campuran english dan malaysian so nmpk cam style gitu cehh style seyy hahah
165,my lord
166,@simpmennaaa nak try
167,panjang cerita dia nak tau apa punca tu
168,punya focus aku dgrrrrr
169,@hhslndaaa @sayangayeddd @sunqisss aku dengar seminit untuk tahu susu tu expired je
170,gurl fhm the sakit perut
171,moral of the story:never choose tea instead of gassy drink's
172,damn son
173,hahahahahahaa adoiii terbahakkk
174,best dowh dngar die citer
175,perfect twist
176,"sekali dengar plot twist aku be like ""apa nieee...apa niee..."""
177,hahahhaahhahahaha im dying bro
178,mesti trauma nak mintak tea lagi
179,@aidilfaruqi have fun
180,tak faham. knp takleh berak?
181,bahahhahahahahahhahahahaha kau beria ak tgk sampai habs ahahahhahaha
182,ingat bagi senna teh
183,accent dian hahahahaha comell tho
184,aku igt bende lain tdi
185,the accent
186,hahahahaha aduh expired rupa nya
187,hahahahah!! panjang betui citee!!!
188,saya pernah sakit perut gitu tak boleh tegak rupa nya gastric
0,funny how the ones ghosting were the ones chasing in the first place
1,the 2 girls got ghosted after the podcast also
2,"""be more straightforward"" when they themselves aren't straightforward enough to tell a girl how it is instead they ghost bffr"
3,i was not expecting that
4,relatable bcs i don't think there's a way to run from awkwardness
5,""" ghost la , now dont know already "" hahahahahahahhaa"
6,ghost yes! if they re-appear again... leave them alone... respect the dead.
7,"nak girls jd straight forward, tp bila nak reject gi ghost pulak...
single never understand this"
8,the one ghosting always come back
9,"""now dont know already!"""
10,correct!
11,"based on experience, yes that's the best way. we just don't pretend"
12,hahahah now dont know alr but at least y'all get to reject girls
13,then why chasing us in the first place
14,"""now don't know already"" brooo"
15,full episode on youtube and spotify! link in bio
16,some dudes will ghost cuz they dont know what to say
17,i love shanise so much
18,i mean.. lets be real its pretty same on both ways you know what im sayin.
19,is ghosting straightforward tho
20,@a5yko just as we talked about
21,@syuuraaaaa u shld know bout this
22,this just made me reconsider my whole confession
23,"alamak..i also do tht even i'm a girl...easy way, ghost"
24,@nicole l now dunno ady hahahahahaha
25,@@ . reyna .+@ hahahahhh
26,siapa lagi kalau bukan @mirul
27,he asked girls to straight forward but he ghost girl that he reject
28,@isyanktido oh pelik
29,@tobias_tan exactly.
30,ghost is the easy way out because there's a lot of follow-up questions and usually females wants to have the last say.
31,""" ghost la , now dont know already "" hahahahahahahhaa"
32,@haikaldniall
33,now dunno alr - korang legend
34,@ari @dee fahammmmm
35,the white top dude got girls to ghost in the first place meh?
36,this is true la guy will ghost and go ..off phone nothing..suddenly online and say i already married. blady hell
37,guys like them are totally red flag
38,red flag
39,'now don know alrdy' ahahhahaha
40,@ari @dee fahammmmm
41,ghost those that u only met or texted few times. those around your circle of friends can't la. awkward sial
42,now don't know already hahahahaha
43,hahaahah ghost. dang
44,now don't know already ahahha simple as that
45,@y he's just like me fr
46,bro sayin fax
47,"but when the girls ghosted them, they cannot take it"
48,'what if you know them?' 'now don't know alrd' bri i dieed
49,"ghosting is a bit too over the edge, probably like reply but not make it fun i guess?"
50,people: ghosting is symbol of rejection. while me: ghosting is 'jual mahal' for me
51,then still ask us be straightforward. you should also know how to reject with communication what. who wants to do that and risk getting ghosted lolol.
52,ghost haunt you you know....so be ready lah
53,bruhh
54,last time i did this the girl thought i liked her
55,shanise is so pweeety
56,relateable hahahah
57,shanise is so pweeety
58,that right
59,bruhh
60,"hahahaha, nooo, tell them honestly or just ""you're too pretty/good for me"""
61,some dudes will ghost cuz they dont know what to say
62,their reaction is just priceless
63,correct!
64,now dont know alr ahahahah
65,"""now dont know already!"""
66,lol say it with conviction and everything sounds right
67,"guy-'be more straightforward'
'how do you reject women?'
'ghost'"
68,"""now don't know already"" brooo"
69,"tbh i just dry text, just to show them i'm not into it, or i just tell her straight foward (in a nice way)"
70,now donno oredy.
71,same i ghost too
72,aiyaaaaa
73,@m yeah
74,"nak girls jd straight forward, tp bila nak reject gi ghost pulak...
single never understand this"
75,full episode on youtube and spotify! link in bio
76,man
77,i think u guys can just say no.
78,lmao!
79,kahkahkah i terus teringat my last relationship. now i knoww i kena reject hahahaha
80,those who ghost imo just cannot admit their own feelings or be the bigger person. unless the girl rly damn jialat dun ghost lei
81,i mean.. lets be real its pretty same on both ways you know what im sayin.
82,hahahaha why is this so true
83,hahahahahahhahahahaha i can vouch that its true
84,patut la aku kena ghost
85,now don't know ready
86,basically me sia
87,ghosting is for cowards
88,why they're so surprised like they don't do it lol
89,i love shanise so much
90,guy was so unmature!
91,real
92,how is ghosting a good thing?
93,"""now dk alrdy"" end conversation"
94,i mean i just said no and went home cuz i was hungry
95,now don't know already hahahah broo
96,now donno already hahaha
97,@are4nanafr oh..
98,i do that because i'm scared of rejecting at getting some kind of guilt
99,why me?
100,red flag ah
101,this is the singapore way
102,@syaz eh u and those guys twinning
103,facts
104,@ernest tam @javier true
105,yep ghost .. i did that too when in my 20s.. i ghost because i don't want to deal with it anymore.
106,now dunno oredi hahahahaha
107,got minah seyh
108,a guy flirted with me the next day he straight away keep on avoiding me
109,summary: ghost.
110,the ghost of me... hahahaha
111,"i, as a girl, also ghost. tak sampai hati to just go 'no, i'm not interested in you'"
112,hahaha agreed
113,exactly. thats why they keep coming back. like a ghost
114,what!!
115,hell yea
116,her reaction is priceless hahahah
117,followed becoz of the ghost
118,fast game brudder facts
119,budu banar
120,straight forward but then ghosting. hmmm
121,minah.exe has stopped working please reboot system
122,"just like at a certain time, you don't even know the meaning of 'ghost' itself"
123,"""now dont know already"" sial la"
124,we dunno wht to say siaa
125,s7
126,now dk alr hahahah
127,now dont know ready knn hahahahha
128,skip the drama. easier to just ghost
129,@dygiffaa eh
130,wait wait you guys have a chance to reject?
131,"boy ghost girl & girl ghost boy.. fair enough, so don't fight. but, karma this type deserves karma"
132,"i hope my brothers didn't see this videoi rejected by the same guys twice but we still friends till now, its been more than 10 years already"
133,now dont know already... settle
134,girls did that as well.. ghost the hell out of them and don't know them forever.
135,"my mum told me the same thing ghost the girl, after awhile she will forget about u. better than brutally reject her in the face"
136,i am girl and im always ghosting the boys if i rejecting them
137,communication skills level elementary school
138,"i think after the ghosting, it doesn't matter if you're the red flag or not"
139,"hahahahahaha your head la ""now dont know already"" wthhhh hahahahah"
140,lowkey sia
141,that was anticlimactic
142,please more podcast with shanise
143,"""now don't know already"""
144,true ah jus ghost oni for wat girls all
145,gosss
146,the woman's accents are so beautiful
147,booms
148,i'm a girl and literally laughed at all your videos i came across.
149,*now don't know already*
150,ini kita mahukan iaitu kejujurannn
151,ghost? can explain me pls?.. i'm paavam
152,ghost? me not understand
153,asking girl to be straightforward but then ghost people
154,now don't know alrdy hahahahaha
155,rolls royce ghost.
156,boom
157,singapore plenty of ghosts
158,i ghost back n saying i delete u from my life file
159,the guy that ghost me on social media yet to meet irl..just stumble and now he is acting so awkward.. wait how long he isgoing to ignore my presence??
160,waht if kalau dia x ghost?
161,the answer be like red flaggggg
162,even i did the same thing as guys
163,true... man gd at ghostin
164,straight forward nw dunno alrdy
165,ghost.
166,kita taknak straightforward ah kita nak ghost jugak. bleh?
167,"ayoo tho comment chill lah..wahh, sg slowly turning into like ""the west"" already"
168,ma man know how to run from the argue
169,omgggg minahhhhhh
170,now don't know already lololol
171,funny cause its true
172,"if we don't ghost. we must to answer ""why why why"" questions"
173,"after the ghost chase and possess you, it will ""ghost"" you"
174,"apoooo straight forward, pastu ghost, alaaaaaa apoooooo lah yang straight forward ghost tu."
175,honest answers. yes ghost them
176,@ this podcast
177,for a sec i thought they talk about this ghost
178,can confirm that....
179,i seeeeeeeee
180,i literally laugh 'now don't know already'
181,facts
182,"boi... hahahah. i don't ghost my friends or the girl that i like that's sus af, bruv."
183,""" now don't know edi """
184,minah was to stunned to speak
185,red flag.
186,yeahh
0,like forrealz now where u get all this stories
1,she's snow white lah..seven dwarfs
2,bruh apa lj indeed
3,is it based on true story
4,hahahahah kau tkmo tambah2
5,its called secret mission
6,fuh tu pompan polis btol nya 'neighborhood police post'
7,uniform group scandals always the most najis iykyk
8,is the american police officer ?
9,sorang buat cerita sorng lgi blur
10,@alippunyeabah @mcmacikkau @' manglish fr sg podcast
11,@nf
12,is she malay or chi?
13,source; trust me bro
14,i know who
15,ni mesti ssg hamidah
16,@mohd ashrek awan
17,@hanayoonie @sohee.ck @jerazkaiser @softieeyaa_ rabak bro..
18,"heard of female officers from cnb that hit on bad boys too, on duty and off duty. need to set some boundaries lei"
19,what's her name
20,who is the wonderwoman lah bro
21,@shuaibahmed10_
22,really take care of the neighborhood
23,"before the police offficer stuff, she used to work at five guys"
24,i definitely agree with the last one .. it could be her fantasy or even her husband fantasy
25,singapore here i come
26,full episode on spotify and youtube. link in bio!
27,"""standard fantasy"". he knows.. he knows.."
28,i like guys when they're gossiping like makcik
29,"""you need 6 man bro rabak ah"""
30,hahahahahha batu api siaa
31,acap selalu kelaut
32,"common brooo, another normal day gitu"
33,"hahaahahha ""kau takyah tambah2 sia"""
34,"the apa lj sial, that guy is really fed up"
35,this conversation style is good.
36,cannot brain
37,bruh that last guy need to chill a lil bit
38,the story become worse
39,if a man or woman with so many body count. you better run. respect yourself by walking away.
40,"the part ""rabak bro"" ... aku tgh ckp dlm hati masa tu"
41,hahaha.. apa yg those guys tengok? hehehe.. quote siapa yer bab 'buaya x menolak bangkai'?
42,"""rabak bro"""
43,uve gained a follwer
44,ohhhh side mission *sangka baik*
45,dora love to explore.
46,very nice
47,finally nampak muka you guys. selalu dgr suara je thru spotify. deserve a follow!
48,huh it's normal story
49,case at usa btw.
50,"sumpah this is most cool perbualan haha even ada carut , carut tu cool tak beria layan"
51,"""you need 6 men ah.. rabak you.. """
52,4 of them on this podcast where the other 2
53,mans said its a fantasy
54,ahahah love the way u guys talk. 'apa lan*** sia* fantasy' lol
55,"not really relatable to sg context
this happened in the us"
56,cb 6 officers ha
57,"love is sacrifice, he knows his purpose n faith very well. no matter how big the issue it can always be rectified if the other party are remorseful"
58,"the way he say ""oh my lord"""
59,the wife skill is just too good for the husband to let go
60,the wife skill is just too good for the husband to let go
61,waiting for his wife pension maybe
62,siot la the story got worse
63,suka plak dgr singaporean berpodcast lawak pon ada btw i enjoy listening to u guys.. hi frm malaysia
64,saw yall at kns
65,"that ""rabak"" got me"
66,weyh mind drpd straight trus jadi lain lama2 dgr
67,when guys having gossip.. rabak arr
68,maybe the guy also have 6 women while at work too
69,"becoz the husband does the same thing, maybe.."
70,the oh my lord got me
71,mak aihhh adoi
72,hahah! watching this right away after waking up. dayum! the end
73,hahahahahahaha apa lj siaaaaa
74,spoil laa yg last tu hahaha
75,'' rabak bro''
76,hahahha part 'rabak'
77,apo bondo ni adehhhhh
78,you need six men? rabak bro i just died hahahahah
79,love the candid podcast mode of this talk! you bros slayyyyyy
80,"""oh my lord"""
81,hahahahahhahahah ape ni
82,he's a simp
83,guy green hat
84,ni kat amerika lah..
85,this one is us police
86,minah is gonna stay minah
87,@ffiyynaaa
88,that apa lj is so thankyou fr saying that
89,singapore nye ke?
90,he is the 6th guy
91,maybe the husband have 2x more ladies in his fingertips
92,ok. i am sorry. this is my force. ok you can not forgive me you kill me ok but now i don't want to choose. anyone. i want to stay alone. ok
93,on duty?
94,tbh this is extremely common
95,fantasy woooo
96,"bruh my quote with the last part. ""apa lj sia"""
97,"it's not maybe but he is ....
i agree with this."
98,i know the woman officer
99,noty girl
100,ending
101,ni undercover dok hahahaha. haikal is really an energy for this podcast sia
102,drop to support
103,damn son!
104,i will tell my god
105,wello wello wello wello
106,"okay right 6 officer,"
107,girl i-
108,police academy
109,bro!!!! last guy sus wei
110,"ouh i know this angmoh officer, she look so innocent"
111,that's true love
112,is usa say until like in sg.
113,he happy and got her please him la
114,bro wherw the policewoman kerja.which station which police post
115,side quest fr
116,damn dark story man.
117,the first dude lowkey resembles tmj
118,i actually know this...but not 6 guys la....
119,where is the wello intro
120,man u can loyal but not this much
121,@syqstpw
122,is it the viral video few years back?
123,@user9725287263
124,first glanced i thought this guy is zayn malik
125,same time
126,singapore also have sia when i ns
127,bahahahahhahaa their response says all
128,she belongs to the what??
129,at the same time
130,ahahahah lucu juga drng ni
131,value added services
132,what's her @?
133,the last part tho..
134,hahahaha the apa lj
135,fantasy
136,mcm cerita megan hall gahahah
137,fantasy ..
138,wuttt
139,she is heavy duty..
140,first time see guys' mouth liddat sia
141,i was police officer
142,she is heavy duty..
143,"the ""you need 6 men eh rabak duh"""
144,same as our scdf girl?
145,macam pernah dengar story ni
146,this is why i love s'pore podcast more that msia
147,aiyooooo....
148,ask you self when you have child
149,she confirm wants to finish her side quest before main
150,yes maam!
151,223 bro
152,ds in society is true guys ... single better ..
153,urban legend.
154,omg.!
155,bahahahaha tht last part
156,she confirm wants to finish her side quest before main
157,yes maam!
158,223 bro
159,fantasy??
160,ds in society is true guys ... single better ..
161,omg.!
162,is it jonny sin one of the uniform guy?
163,this is real! true...
164,some say they both agreed on open relationship...
165,aku sesat
166,that girl jadi group project siak
167,maegenhall story
168,ashap
169,everytime i watch i will laugh hahahhaa
170,"""rabak bro"""
171,maybe the wife makes a lot more than him
172,dis
173,muka commentor say oh my lord mmg power. that stoic face
174,hjg2 win hahahaa
175,siyes ar
176,some say they both agreed on open relationship...
177,aku sesat
178,that girl jadi group project siak
179,maegenhall story
180,ashap
181,everytime i watch i will laugh hahahhaa
182,"""rabak bro"""
183,hahaha seronok ke borak2 camni
0,sapa suruh pandang rupa haha @luna
1,"mesti that girl like, sebelum dia hentam aku baik aku hentam dulu."
2,that's why i always tanye tinggi someone
3,brooo last time i met someone who supposed to be 170 turned out 160cm... im 169 btw
4,korang kenal tak tanye ketinggian msing2 dulu ke?haha..aku klau laki tu 180keats baru on.aku aje dh 174cm.tp xdela la ghost lps jumpe.hahaha
5,sedih betul jd perempuan tinggi ni. selalu kena reject.
6,she deserved to be stood up by u..
7,@lyxxmf i love manglish
8,full episode on youtube and spotify!
9,@siti atirah kitty sbsabhsbah
10,naurrrr gahshahshshs lost it at 'minah a bit but ok la' bruh
11,"i dont think the height matters but the size i guess,"
12,"you should have said, ""ehh gemok rupanya hahahaha"""
13,to me be honest la an what she says to him is really disrespectful
14,@snflwerbloom247 opinion d?
15,@lilysheesh_ sheeeshh
16,@miaadaeh
17,wehhh that girl got extreme confident level leh. better than me.
18,don't judge by profile pic
19,only in singapore
20,"that word ""pendek"" is already a violation....ma man needed sapport"
21,but i never car abt guys height tho .
22,huh?
23,"but respect to him for not stooding her up, at least got manners even tho kana ucap"
24,finally a matrep channel
25,@k prob papa bak in da days
26,lol that girl hahaha langsi woo hahaah
27,emotional damage
28,brooooo hahahahaha
29,"me... the taller girl, hv experience date a shorter guys. for me okay je"
30,hahha.. how short dia ni?
31,@iessyya @yiienn1 bruh
32,"my opinion, u did the right thing by not leaving her just like that. a real gentleman. as for her, dasar tk sadar diri"
33,all of them thinking they hotstuff or what lol
34,respect for him for actually still going through with it.. but the girl.. wahlaooo!
35,omaigaddd the audacity
36,@myhomiejason me
37,uno reverse kakakahhh
38,agree. man less than 170 cm is cute..
39,the way all of my friends send me this
40,"""ya laaa"""
41,haikelll emo leyyy
42,lmaoooooooo
43,"what's your height, btw?"
44,"but if she lied about her looks and height, then make this kind of comment really shameless"
45,"haikal got emotional for a bit..""ehh whyyy laa?"". no worries dude my reaction the same one"
46,shortking
47,at least never got stood up ah hahaah
48,aku pernah date laki pendek.. wlaupon ble bjln tu org pdg but aku rse dia sgt ensem n cute.tp tulah jdoh xde.org bgaul dgn slebriti ni kte xleh cope
49,ohhhhhh
50,i had to laugh at the last point. bitter teruks.
51,hahahaha kesian
52,"usually my answer to that is ""all my height went somewhere else"""
53,disrespect
54,hahahahha bapak ah pompuan tu
55,omg. some people just have no manners. good that you want to get away also!!!!!
56,eh ni uxm cite hantu tu kannn
57,i laughed too bro... adoi
58,that's why i don't want to meet
59,minah
60,while he looks like that ..
61,she laughed bro
62,weyh first time jumpe kot
63,"say back ah ""eh kau pon gemok eh rupanye"""
64,reminds me of rifhan nya kinder bueno incident hahaha
65,at least he was a gentleman. hadap jugak. pompuan tu patut hadiahkan dia cermin
66,ok la tu jodoh mulut pun 2x5
67,kt mne nk tgok fulll
68,bro got destroyed
69,so was this embarrassing or deceiving??
70,i m sure the girl only punya photo the face only
71,"@diana rosli what this guy saying? speak halfway speak malay, aper tu?"
72,"which is why i sedar diri n always speaks the truth, but hell laa the guys i've met.
1 has the audacity to belittle me when he say he's 190,but hes just 158i don't laugh, but jujur la,cannot ah?"
73,"hey the one wif white, are u atta ched??? kee n to date"
74,lmaoo
75,pi gelak pasal apa
76,jawa singapore ni high standard gak
77,she must things shes all that. maybe delusional from her filter and edits
78,the audacity???
79,he soo respectful man by not leaving her but the audacity to mock him. lol. swayy lahh
80,this one bodyguard or partner
81,hell nooooo
82,"for girls, no matter how bad our face or our apperance still u are short than me"
83,susahnyaaa perempuan tinggi ni
84,that one the uxm right? i realisedd
85,plot twist mat
86,"shes nervous kot,,"
87,rip
88,the way u express it.. one word funny!!
89,hahaahahahahahahhha wasted in 30 sec
90,"heres the guy asked me,, hey u said ur height was 165 but ur seems talker than 165. i dont date tall gurl"
91,awww i feel so bad for him...
92,then she laugh bro i feel you then
93,literally happened to me few years ago
94,bruhhh
95,is this the guy from uxm
96,hahahahhaha the disrespect
97,i.. feel bad
98,this dude offended by her height
99,"you should say back to her like this...""eh you pun gemuk eh rupanya"" hahahahhaha"
100,nahhhh im not gonna let that slide bruv
101,bajet siak
102,its opposite of what i thought
103,respect bro sbb tak lari
104,catfishing at it's finest
105,ehh abng uxm
106,i think he was looking in a mirror during that date hahahah
107,she attacked first before u so that u don't
108,persoalan how tall are u
109,she attacked first before u so that u don't
110,wowwiweeeeeeeeee
111,persoalan how tall are u
112,"""disrespect sia"""
113,"sounds like someone i knew catfishing ages ago. then at some point she used my description and meet wit d ""date"" when mtg me. imagine how blur i was"
114,haha i just can't
115,ala kesian
116,this part make me laugh so badly
117,@rafftersakiti
118,hahahaha
119,hahahahaha
120,hahaha
121,haha meresi
122,hahahahahhahahaha
123,beta
124,hahahahahaha
125,hahahahh
126,hagahah
127,hahahahahahahahahahah
128,hahahahaha
129,kesian ehk
130,@sean mckinney
131,@iballizer @futyball_0
132,@baby
133,@yusvevoes
134,@nurin
135,@rachelchaii
136,@shakira @supiwatch
137,@
138,@moon?
139,@k.hniss
140,@mims
141,@jaja&u
142,haahahaha padan muka! she is savage before you
143,manners maketh men. you have my respect.
144,u should reply . 'tula u pn boleh tahan gemok' hahaahah. ko tgk dia mengamuk
145,"reply la balik : eh, gemuk ya rupanya"
146,cerita aku sebijik macam brader ni perempuan tu 2 kali lagi gemok dari aku dalam gambar kurus gilaaa
147,hahahaah siot pp tu
148,@lemonjuice @neli ffff
149,@virgo.comm nokk
150,ah shit the feeling just pain in the ass happen to me a lot of time
151,short guys >>>>>
152,mula2 mcm nak marah laki ni. tapi that last word kan.. tak suka pmpuan mcm tu.
153,the ending is the climax lhhhh
154,actually baru nak ckp jahat dia body shame.. sekali tu perempuan yg audacity dia body shame balik
155,shag sia kena say short
156,"nothing beats going out with a chick, and then she asks to stop the bike and shits at the side of the road. no joke. masaiiiiiiiiiii"
157,if a women can ask the men's height then men can also ask her weight too right?
158,perempuan sensitif pasal berat. laki sensitif pasal ketinggian
159,"girls suka guys yg taller than them. and sometimes lelaki tak suka yg gemuk, kita plak tak suka lelaki kurus."
160,@
161,"let's say this
subhanallah 10x
astaghfirullah 10x
alhamdulillah 10x
la ilaha illallah 10x
good deeds for you and i"
162,nahh baru je nak hentam this guy tetiba pompuan tu terlebih audacity pulakkk
163,"jawab ""eh buruk eh rupenye"""
164,first time appear at my homepage and fck your content are all funny!!!!! cool support you guys
165,@nureenqis__ @yyaanbhn uxm laaa siaaa
166,ok lah. skinny and chubby. ngam. tall and pendek dusty and dusty
167,bro patut reply eh gemuk eh you
168,"if me i sire reply, eh gemuk eh ko rupanya"
169,"apasal tak burn dia balik je, tak payah pendam2 bagi blk je."
170,"""you look abit short ah"" mf look abit wide"
171,should have gave it back to her and told her you're fat
172,i'm 170 and i feel shit listen to this .
173,the lion the witch and the audacity of that bitch
174,"i am embarrassed to hear this crap. especially the sohai host, his england sipeh power."
175,"should have told her to look at a mirror, but it prolly can't fit her"
176,should have broken the girl heart
177,"bukan perempuan tu yg tinggi bro, kau yg pendek tu hahahahahahhaha jk"
178,dia pula saiz gajah.
179,hahaha.. kalo aku mmg ak ludahkn je
180,obliterated for fks sake
181,fak sad moment siaa hahahaha
182,itu memang sial
0,ghost: eh what i do sia i just came
1,aku dapat borak dalam english cenni ngan member2 pun kira best dah ni
2,next level . blame ghost
3,"i had literally the same experience as the second part of her story, i swear idk what is going on in stepfathers' head."
4,@adasapi @gjoevrz lmaooo
5,my blood boil wey listen to the whole story
6,@n4zishere
7,dudeee this is creepy @captainboyx
8,omg i feel so bad for the girl the trauma i hope shes okay
9,@foreignerass i
10,@isaaccccc_1 @s_yuno @simpleonce @parz111_ @maybeapollooooo semua salah ghost
11,listened to the full episode. very interesting keep it up!
12,wtf ghost? lol this is so funny
13,@http.sleepypotato
14,@saysdel @rsdaesy
15,@casey_819
