Index,Comment
52,"Omg first time here before there’s any comment , achievement unlock I guess but anyway hilarious video !"
53,Can put the camera higher next time
54,Haha dew very nervous
55,"Dew actually looks decent without eyebrows, next episode Jade removes Dew's eyebrows"
56,"omg dew calls jade ""babe"" haha"
57,I have up already.... 
58,ah in tiny AHAGAHHHAHGAHA
59,So how dew ball ?
60,They should do a version where dew does this to jade
61,The Trust
62,maybe when dew sunat also jade was there
63,No way these two never hooked up before
64,I will never trust another person to shave my balls bruh u brave 
65,"Friendship Goals??? 
Or did I just see the bottom of the Friendship Zone??"
66,Shld let Dew try sugaring
67,Omg really ah
68,"holishyt! new dynamic duo, dew x jade, no more saffy"
69,Where is the location?
70,jade still got body hair to shave meh
71,"no one: 
literally no one:
dew:AiYeEeE
lol
no hate intended tho"
72,"Hi, im new here. Are those 2 a couple?"
73,shiok ah
74,sheeeshhh haha
75,Hi
76,Just get married at this point
77,hi
78,wtf did i just watch
79,wow just 
80,what the actual fuck hahahha
81,Chey..I thought it will be on her ahem ahem..
82,Why hard now 
83,Looool
84,weird relationship
85,jade and dew should be friends with benefits.
86,"Dew called jade babe....

SUS!"
87,Hahah
88,early
89,First comment?!
90,first bois
91,1st
92,1ST
93,First
94,first
95,First
96,if my friend help me do can get another 100 free anot haha
97,First
,0
0,woah jade and saffron duo feels right again
1,rach l True
2,LOL. I would rather watch this than RealTalk. The chemistry here is so much better than the current casting of real talk. Dammmnn.
3,jade rasif could talk for an hour and i would be emotionally invested throughout
4,"Dew is like the ""sister"" of a hot chick group that always gets roasted"
5,Everytime i see Jade. I rmb the story she told about the fried chicken HAHAHHAAHA
6,I want to know Munah's workout - she looks really glowy and toned!
7,Whoa. This episode was just Dew getting schooled by the girls.
8,"Munah is the best person to be a sister material, like she can give the best life advice to you."
9,So this is where u guys are hiding. That other grp in realtalk bores me.. Subbed right away
10,"love the chemistry of the crew!!! everyone had their own screentime to share their stories and the video length is perfect! felt like i was only watching for 5min, not complaining!!"
11,This is better than real talk ever since they replace the OGs
12,longer episodes like this are what we need
13,"Dew has his work cut out for him with this new show. All these girls are crazy, man."
14,"THIS IS THE BEST CONTENT SINCE A REALLY LONG TIME . 

Thanks the crew and members making it . Dang DEW SAFFY JADE n the OG flirtatious women n Keisha . I love y’alll"
15,"Dew: 'Mashaallah I thought HE was insecure!' 

Damn i really like this new Dew vibe "
16,"This needs more views !!
Thanks, for bringing back the old group and love these 2 new lovely ladies."
17,Appreciate the long episode!!!
18,Munah is back!! Love the queen and put together with the gang... just wished there was Hirzi so he can stir shit up with his psychological questions and shit. Pls one episode have Hirzi come on
19,"‘i was 19 he was 5 years older than me’
dew: counts 5 on his fingers
also dew: “23”"
20,Munah gives such good advice I’m so happy she’s on this series!
21,i really love Jade i swear to god I love her personality
22,rlly love how they talk like they're catching up with one another or like jsut sharing their truest feelings about things without even censoring names when they talk abt it (just edited out for privacy purposes) IT MAKES EVERYTH SO REAL and not curated just for content purposes LOVE IT!!!
23,YAS jade and saffron! and dew!! 
24,love this please dont ever end this channel!!! love saff jade munahhhh <3
25,This is by far better than real talk. Keep up the content dew and gang
26,WOW :o Looking forward to this series.
27,The chemistry between the cast is so harmonious and smooth. Edits are apt and not abrupt. Not complaining about the visuals too.
28,Love the camera work and sitting arrangement and vibes! 
29,"Yooo 17 mins! Keep it up, looking forward to future episodes!"
30,Im kinda curious how jade’s child is doing and how he/she looks like hehe
31,Now this is an awesome show..
32,"Honestly Dew is such a champ for being patient and listening to his friends giving genuine advice to him even on set. I think a lot of people (including myself) would feel so disrespected/demeaning to hear other people telling you that you're wrong straight up like an intervention, moreover on a show recorded for everyone to see. Dew doesn't seem to lose his temper or get frustrated when everyone's pointing the finger at his faults, but calmly take it in and evaluate it for himself (at least what we see from the video). It's a trait that a lot of people can't do because they just don't like hearing that they are in the wrong. Kudos to everyone on this show who are willing to share authentic conversations that doesn't come off as fake or clout-chasing. Hope Jade can share more stories and be more vulnerable on set (I know she's a strong woman, but hopefully she can open up and share her feelings more if she's comfortable in the future)."
33,"Omygod, loving this! All the way guys... Also it is nice to hear the stories cos like twenties are so hard to navigate and its nice seeing that you are not aloneee"
34,"i really love the trio between dew, jade and saffron... lowkey better than the current real talk now tho... like the energy they have can't be replicated "
35,Yes The OG's are back
36,"ahhhhh this feels right with the original cast of real talk minus John, real talk new cast just doesn't suit me"
37,Enjoyed this. And COMPLETELY agreed with the girls when they were schooling Dew
38,"Great to see Saff backkk!
  Aquarius queens Jade and Saff"
39,Definitely better than the current real talk
40,"I just want to be best friends with Dew and Saff man, loving the chemistry"
41,More stories from Keisha please!
42,Love the long episode! This feels right
43,your lighting setup was really dope bro!
44,now thisss feels like the real talk i want in my subscription
45,"im so happy and grateful for this show, y'all have no idea"
46,Love the group dynamics
47,"really love this, please do more !"
48,GO KEISHA!!! I love you!!
49,I love how each of you all get to talk
50,"The moment i see their faces on the couch, subscribed."
51,CAN'T WAIT FORTHE NEXT EP!!!
52,AW YEAHHH new season let’s gooooo
53,Love yall
54,The OG’s are back! Lol I was so confused why the previous channel name was changed.
55,oh my god jade and saffron duo !!! the ogs are back im watching this guys
56,Legit loving this !!!
57,AHHH YES JADE & MUNAHHH
58,I LOVE THIS CHANNEL SM
59,Waa so glad!!! HAHAHAHA cheers to more future building content!
60,Literally fire! #JustSaying
61,Tbh I prefer this than real talk!!! Keep it going!!!! WHENS THE NEXT EP?!?
62,Yay my favorite pair back tgt. Jade and Saffron!!!!
63,id pay for this man best content in awhile
64,I can listen to jade and saff talk for the whole day
65,i am here for this yes yes yes !!
66,"missed munah on screen 
️"
67,Great cast!!
68,holy crap munah's smile is mesmerizing
69,YAY MUNAH IS BACK
70,Such a good conversation <3
71,The kind of vibe I really really missed.......!!!!
72,dew looking across and trying to look at jade and keisha respectfully.....a real struggle....
73,Episode 2 pleaseeeeeeeee
74,"Yeahhh gonna watch this bcos got saff, jade and dew pew peww heheheehe"
75,Dew “mashallah” was so satisfying hahahahaha
76,Love it !!!
77,enjoyed this episode!!!
78,The moment Dew sideline Saffron
79,The intro is
80,I'm here for Keisha!
81,Guess that confirms that. Although they did go on date where Saffron cooked for Dew
82,i've always loved Munah's character <3
83,Wowwww all my fav cast
84,This is entertaining
85,FINALLY!
86,I love this group
87,When i listen to their stories i really don't know what I am doing with my relationship life
88,safe to say that the old cast cannot be replaced
89,I’m a Sagittarius too and I agree 
90,This is fire 
91,o m g yes........... my boyfriend came into our r/s with baggage + a whole bunch of insecurities and i kinda wish i just broke up with him then LOL it was SOOOOO tiring to deal with and i feel like i cant talk to guy friends normally anymore
92,"Every time saffron says “like”, drink a shot."
93,Dew dngn saffron ke? Oh myyy
94,im in love with this group 
95,LOL back to the star sign. Dew has enuff.
96,more episodes wahh..
97,the real talk is back.
98,omggg loveee this line up!
99,SENTTT IT
100,Better then Real talk 
101,Instantly subscribe when I see Dew in the video
102,saff sis you’re so pretty.....
103,First Queen Keisha woooo!!!!!!!!!!!
104,Funny episode!!
105,YAAASSSSS
106,Yooo the OG of Real Talk.. The first channel aren't fun anymore tho.. Lucky i found this one.
107,Holoq Queen Saffron and Jade Rasif... I will happily watch any video these two are in.
108,We are back from real talk followers!
109,wheee finally
110,this is so much btr than real talk s2
111,what munah said is true. dont enter a relationship with insecurity or baggage because it will enable each others baggage.
112,"no shade, but this is a lot better than real talk s2"
113,i will subscribe for more of this !
114,Finally...
115,I feel like Dew is an example to why like we need to be taught the ways to a relationship and how to communicate too LOL as a dood I can relate to Dew but I can also understand why the girl would be insecure :')
116,Damn i just searching for dew and saffron video... goddamn finally they have another channel. Thnks god
117,Vro this is a fire
118,No shade already preferring ur series more than mosg s2 HAHAHHAHAH
119,Just saying this is better than real talk season 2
120,"Keisha's storytelling is amazing! 
Need more stories from her!

Everyone else is great too. XD"
121,WHEN IS NEXT EP COMING OUT?????
122,HOOOSHIT I love the vibe of this group
123,POKIMINX2020!
124,Queen jade!!
125,Jade looking good and hot...good to see Dew & Jade back like the old days 
126,So much better then the new episode of RT. Kudos. Way more entertaining
127,Munah and Jade got me weak with their arguments with Dew 
128,we stan
129,"Dew's  -15.03  ""masyallah"" tho HAHA"
130,This feel more real talk than real talk 
131,omg 17min video <33
132,"Saggitarius too 
️"
133,Dew confirm steam throughout the video one
134,"Besides the awesome combi, can someone tell me what necklace is saff wearing?"
135,Gah Jade so supportive 
136,LOVEEEE
137,17 minutes is way more ideal than 7 mins @mosg
138,Why do i feel like saff and dew would be a great couple
139,Bro Dew was so shook that he let out Mashallah 
140,"WHOSE YALL EDITOR, THE CAMERAWORK IS ALSO GODLIKE WTF"
141,Mashaallah !
142,"Nakk joinn! Hahaha! 

Jyjy OTR! ;)"
143,I LOVE HOLOQ QUEEEENNNNN!!!!!!
144,"Hahaha Dew is cornered by the girls.
But it's okay. This is something new and nice. And fun also."
145,I love the bounciness of her talk
146,I came to comment FLFC but it was already full sigh
147,"HAHAHAHHAHAHAHA dew's ""mashallah"" tho"
148,1:09 Saffron looking at hubby Drew
149,should make a podcast
150,damn now i would rather watch this than real talk
151,Subbed!
152,Oof can't get over Munah's toned arms 
153,"Keisha sarah 
️
️
️"
154,loveeeee
155,Is Dew dating with Saffron?
156,HOW DID I JUST SEE THS OMG
157,Just curious how tall is dew anyone knows?
158,Better than real talk 2 xD
159,Dew and saffron thoooo
160,The tea is hot today
161,AJADEE SAFF DEWWWWWW OOHHH
162,are saff n dew in a relationship??
163,"@14:36 Munah being damn Sagittarius 
️"
164,Saff and Dew 
165,WAIT WAIT WHAT
166,Munah body language.. So flirtatious.. Lol
167,AHHHHHHH
168,cant take my eyes of dew kicks
169,I’m so confused. Is dew and saffron a couple?
170,why their names all so special:')
171,"Kiesha, you look very tall!"
172,Why is Jade keep blinking her eyes hahahahaha
173,Do they have twitter i wanna follow them
174,Is dew and saffron dating?
175,is saff and dew dating....
176,I really feel like I should hang out with them.
177,"They gave us 16+ min  for first ep, realtalk been around for 2 years and we still get less than 15 min "
178,MASHA ALLAH
179,"HAHAHAHAHAHHA, the Mashallah killed me"
180,MINXKITTYY NOTICE ME
181,wait dew and saffy rly tgt?? or isit just for jokes IM LOST
182,"""honestly being single is damn fun"" says no one average looking  
  "
183,IM A SAGITTARIUS TOO
184,#Simp4Keisha
185,MAASHAALLAH that killed me
186,Keisha PogU
187,Is there anyway for us peasants to work/intern in your studio or smth.
188,Btw munah is 30+?? Wow... she still looks good
189,MUNAHHHHH
190,I wanna be Dew when I grow up
191,Wait... is dew actually dating saf?
192,so is dew and saff legit tgt or what
193,"hahahahha munah 
 friend of si apek tua melancap "
194,munah is gorgeous man :(
195,wahh saff and dew date ??
196,Came here after Julian Tech.
197,Saffron dont ever go back UK...
198,Yes i’m a sagi too 
199,Win liao lor dew HAHA
200,So when dew going to propose saff? 
201,i like
202,so saf with dew now huh
203,"If I dated Keisha I would propose to her too. 
️"
204,Who's dew with rn?
205,Cool
206,WAIT DEW AND SAFFRON IS GOING TO DATE?!
207,WAIT DEW IS W SAFFRON?
208,"Good cast , unpretentious"
209,I laughed when dew tok2 de watch
210,Jade is like the da jie hehe
211,U guys are funnyyyyyy
212,The MashaAllah got me cackling 
213,"""Masyaalla"" "
214,i guess now we know dew and saff are a thing
215,"wow - lots of good advice here especially the one on insecurity from jade and the girl that said ""never date a guy that puts you down"" !!"
216,Fuck why i like this series so much alr
217,Am i the only one who notices that Munah keeps touching dew in a flirty way HAHAHA and Saffron is lowkey annoyed by it.
218,Keisha fine
219,is munah referring to the r/s where she dated a very mature guy? hehe yes fan of real talk here !!
220,13:17 is fucking hilarious 
221,SIMP4KEISHA
222,NICE LAH THIS VID 17 MINS LONG
223,keisha lowkey looks like devon aoki or isit js me
224,this is fking FUNNY AHAHAHA
225,HOLOQ QUEEEEEN
226,2:29 hahaha cuuute je
227,I was shocked she said Sagittarius tbh hahaha would have never Guessed it
228,Keisha looks like Devon Aoki twin
229,Who is the luckiest guy in the room??
230,lmao the christian dude
231,holoq merch pls
232,KEISHA TIER 3 SUB REPORTING
233,my star sign is Dinosaur
234,Saffron belongs to the streets 
235,Keisha: 5 retakes later So actually..
236,jade is a boss ass bitch honestly love her
237,Mashallah 2.28 
238,24 dew 24
239,Dew looks like he's pimping lmao
240,all my shitty exes were Sagittarius lol
241,"If dew text the girl - its his fault for chasing the insecure girl. 
If the girl text dew - its his fault for accepting the girl.
So conclusion - women insecure  :P"
242,“Minah beetch”
243,Dew 0-1 Girls 
244,dew and saf would be great fck buddies hahha
245,LoL. so many insecurities
246,Holoq queen
247,lol
248,"i’m here for keisha, but ended up simping for all. now i can hear her scream “GET OUT YOU UNLOYAL SIMP” give my comment 50 likes i take her on picnic date with ONE macaron and satay "
249,FLFC
,0
0,"Munah is HILARIOUS in this ep 
 “Baaaa”"
1,"the way jade said ""Keisha! you failed your grades, you bad girl"" is so motherly "
2,"""everybody got table at home but okay"""
3,Jade literally has the best storytimes everrrrr
4,Here for jade hahaha “stop criticising everything here dew” lol when they’re actually trying to promotes 
5,"""You think whattt""
"" DRAMA AHHH"" "
6,14:21 Munah’s face MUAHAHAHAHA
7,"I died at ""Ade props"""
8,LMAO Jade and Munah at 4:19
9,Lol ur icon
10,"""cher if you give me a raise, i'll give you a raise too"""
11,Jade never fail to give us interesting stories
12,ok how yall gon do an Ep on Foreplay but proceeded to talk about Roleplay 
13,"HAHAHAHAHA dew saying ""eh baik pe seluar dalam"" like matrep sia and munah ""panties nice eh girl"" totally like minah "
14,Munah is the best really in this entire show of all episodes. Fantastic hair and dress sense!
15,"I love every episode. Yall got the best punchlines, chemistry, side jokes between the cast and the editing is also not abrupt like the other show.

Also can we just look at Jade so supportive while Keisha was sharing her story. I could never resist "
16,"""ada props"" i burst! lol"
17,Good advertising with pace!
18,This rlly feels like im hanging out w my friends
19,"The intro still LIT AF 
  Bring the intro TO THE MOON "
20,'Eh baik pe seluar dalam'. JAILLLLL lmao
21,HAHAHHA LIKE CALLING MY FATHER ABAH DAMN MUNAH GENUIELY FUNNY IN THIS
22,I swear when they speak malay in a sexy way FKING FUNNY JABDJABAJA “baik pe seluar dalam” FKK HAHAHAHAHAH
23,i tried saying bah and laughed even more
24,"Hahahahaha. “Eh baik per seluar dalam”. Yal ah. 
08:08"
25,"Such an entertaining episode again!
 

P.S can dew not yell WASSUPASDDGSHDFAANOTHER EPISODE..., low key giving people anxiety. "
26,"Y'all missed the chance to say ""one piece, two piece, three piece cannot!"""
27,3:23 ada props!hahaha so cute lah munah!
28,"Honest Dew lost so much weight. Was thinking which dude is that, sounded so much like Dew."
29,"Keisha and Munah...in la senza, I've watched them 3 times and have learnt nothing. But will still continue watching them. #simp"
30,"Munah and Kesha look like sales rep to me, while Jade is from R&D department and Dew is the columnist"
31,I wish they added English subs on top of the Malay subs when they mentioned something in Malay!
32,For all the guys whose first visit to La Senza is via youtube video
33,"I never knew how to pronounce ""lingerie"" before. 
I used to pronounce it as ""ling-ge-ree""."
34,Dew in a candy shop! mhmmmm
35,"I freaking love yall love from Nepal 
️
️"
36,Give me a raise i’ll give you a raise too 
37,"HAHAHAH ""baik pe seluar dalam"" HHAHA"
38,where did keisha get her top from
39,"""Waa Nice"""
40,Finally 
41,No shit Jade no shit hahahahahaha ded
42,More videos please hahahaha
43,where is keisha's top from???
44,"KEISHAAAAA 
️
️
️"
45,I need to go to Singapore to date them 
46,I beng terus
47,Dew macam act shy only
48,Eh baik pe seluar dalam AHAHAHA
49,hello from malaysia!
50,Hi Mama Liz KEKW
51,dew would not be a great saleperson lol
52,I thought the girls will try on the lingeries
53,Racism in singapore? Seems like a lot of people talking about it
54,Three girls IG ?
55,"so, jade single?"
56,Eh baik per sluar dalam
57,hhahahahah
58,????
59,sheesh
,0
0,"Cheating is a choice made, it is not inevitable. If you can’t even control yourself and have the discipline and morale to stay loyal and committed to your partner, then I feel like you shouldn’t get into any relationship, unless it’s mutually open. (Just my opinion)."
1,Cheating is honestly the worst thing you could ever do in a marriage. Whats the point in getting married if youll end up cheating ? Just dont get committed.
2,How can u admit to cheating with a straight face lol
3,If dew says all his past gf's were insecure.... then has he considered the fact that maybe he was the problem to begin with?
4,"Of course attractive people would say cheating is not so bad or even okay. The world is their oyster and they can always find someone better out there. The rest of us who are less attractive don't have the opportunity if we wanted to, how to cheat? haha."
5,Tbh they talking about how if you feel you don’t love someone anymore then just leave but like love can be a choice to go through the good and bad with someone so i really couldnt relate on this LEL sorry man
6,"""idk la what they talking"""
7,The captions is so on point like literally
8,"I’m not ok with the boyfriend telling all his problems, especially problems in our relationship to another female friend... anyone with me?"
9,dew must do an episode about amelia though
10,Munah's neck not tired ah? Keep tilting
11,basically dun commit until the trust is there if not its just toxic af
12,Omo. The way dew touched his heart when talking about Amelia ♡
13,"Damn tbh if you're really young, you should realise feelings  are complicated and that feelings for another person come and go. Those feelings can come when you're in a relationship or when you're single, so it makes things especially complicated. Give it a few weeks and those feelings for the new person might just leave completely anyway. Munah talk talk only, wouldn't go so far as emotional cheating ala ""I really love this new guy"". If the guy interesting then can make friend what"
14,they are literally JUST SAYING anything they want. love the chaotic energy
15,"Wanna hear more about you guys’ views on polygamy AND polyamory; where to draw the line, what is and isn’t ok etc 
Keep the episodes coming love em!"
16,"Finally a new episode, would be nice if y’al talk one at a time though, its quite chaotic with everyone talking haha, just saying ;)"
17,"Be it any relationship, communication plays an important role in avoiding any unnecessary drama/problem."
18,"""babe whr r u""
""home""
""take a photo beside ur fish tank holding a spoon in right hand and make a 3 sign with your left hand""
-
this kind cannot prepare beforehand :p"
19,"OMG i was waiting for a new ep for so longggggggggggggg
FINALLY"
20,"Since y'all mention abit about weird Munah's weird kinks, why not an episode about that one day?"
21,living for the chaotic energy lmao
22,Aww jade is wearing Saffron’s holoq shirt 
23,"Captions : ""Idk what they talking about"" "
24,"as a big bang stan, i completely d i e d at saff's part"
25,"Love Munah’s free passes 
 gonna use that next time"
26,Don’t cheat in a relationship.  You don’t gain anything but you lose more.
27,Truths or not aside. Salute to all of you for the confession to the world.
28,this cast is perfection
29,Just found this channel and I love y'all!
30,"Cheating in a relationship is unhealthy.. If you do not want to be in a relationship with that person anymore, just break up so both parties can move on. Instead of trying to still be with that person and fulfill your own thirst for other guys/girls. That is so selfish. Marriage in the other hand is totally different from just a regular relationship, marriage is a commitment and a responsibility both have to bear. If you have desires to cheat and also cannot forego the lifestyle, don't bother to try marrying or getting married."
31,The pillow matching safff
32,I thought saffron already fly in london but maybe this episode film before she go to london..
33,Gotta love how everyone is so open 
34,"I have one question"" when a guy who is going thru NS and the girl cheated him what is inside the girls mindset of them being so impatient that they can't wait for them too book out?"""
35,So this is where the real talk left to... I don’t find the new cast lives up to the old cast...good to see I can get the real talk cast and format back
36,if u notice munah always look like she got stiff neck cos she trying not to move her hair (?) lol
37,Munah is either touching her knee/leg or her hair? Constantly
38,4:05 what’s saffron doing HAHAHA & the editor who did the subtitling is really lit too 
39,I like this video before i watch it 
40,Munah I'm disappointed you don't want dumbledore
41,Love this so much
42,Unfortunately this is why most men have trust issues nowadays. Fun episode though
43,Awesome episode!
44,But I like how Dew is the only realist in this discussion.
45,How about a topic on STD?
46,This is total chaos sia hahahaha
47,Definitely better than Real Talk cheating episode...hahah but love both<3
48,I wanna hear an episode about prenuptial agreements
49,The Backstage Bunch or Just Saying?
50,its good to have Dew. saying the male pov HAHA
51,MORE!!
52,Honestly I feel the take a video of the entire room came about cause they experienced too many cheaters in their relationship so you cant really fault them for trying to be uk assured
53,Whats the bg song ya at the start?? Anyone??
54,Remove censoring plsss. I want to hear all the cibais and lanchiaoossss XD
55,That ‘Shook pikachu’ caption 
56,Dew And Saffy looking good as usual
57,Matching pillow and blouse set
58,Let's go with Saffron's topic of polygamy/non-monogamous
59,"Shoot out to all of cast from Indonesia,damn what an enjoyable arguments from all of you"
60,done watching! enjoyed it!
61,15:08 Kesian the subtitles guy 
62,to me i think cheating is doing what couples do. hold hands kissing hugging fking. all these is cheating. go out with another girl but nvr do all this is totally fine.. friend only mah
63,I trust my gut cause they are always right when i catch the imposters while playing among us
64,cheating is cheating no label no excuse just dont commit to a relationship is not for everyone 
65,"lmaooooo the subbed ""boombayah"" after they all said ya @ 16:09"
66,HAHAHA aiyoo why everyone cheat? 
67,Yes. Polygamy topic pls! Hahaha or open relationship!
68,13:24 I guess the person writing the subtitles is a reveluv haha
69,Tea spilled 
70,"Basically dnt get married any of you pls
 I personally dnt believe in love too. But others do. So dnt fk them up. Least u can do."
71,that’s y you hv to find friends who thinks alike hahahah
72,3:11 Dew korek hidong..k bye
73,Nice Air Jordan 1 High OG!
74,please add definition on Malay words for overseas viewers! XD thank you
75,I'm so distracted by Jade's shoes.
76,I love keisha sarah she is so lovely
77,Keisha what an eye candy
78,"what about dumbledore, munah?"
79,Good one.
80,"11:10 The highest I call someone was from night 11 PM to 5 AM, it was about 689 missed calls back in 2008

PS: Am Not crazy. I was 17. I just wanted to clear a misunderstanding with my girlfriend, which we did when she woke up, received the call, called me crazy and I slept like a baby till noon."
81,Jade’s the best
82,"Why got alot of kpop songs in the subs haha

Someone loves their kpop"
83,HHaha the arguing is funny as
84,Munah is crazyy
85,Nice Jordan thatt
86,Like this.
87,keisha is really really beautiful 
88,entertainment 
89,Allahamdulliah
90,OnlyFans Topic lessgooo
91,POLYGAMY. yes. please.
92,Munah is actually really sweet
93,fck this channel should get more subscribers!!! at least 1 million laa...
94,8:36 bruh
95,Wah fml damn funny
96,sup
97,husband me up Keisha !
98,first!!!!
99,Luncheow
100,HEYOOO
101,2:08 shook face hahaha
102,Bigbang has five person :')
103,Hahahaha dew u better not to fuck up explaining about polygamy
104,Trust yourself
105,OOoOooOooooooo
106,first
107,Jk? If kpopers saw this they would say its jungkook from bts
,0
0,"No story can beat Jade's chicken story, period. "
1,The most iconic jade story i cam never forget it 
2,Her story about the one she threw the handphone in the cinema and blaming the movie auntie for picking it up comes quite close haha
3,what was it about again
4,"Initially here for shigga shay, and quite dissappointed to see Billie Eilish as special guest instead."
5,"Shigga, if ya reading this, love ya bro"
6,I feel Jade’s pain for the white Chanel bag. It probably cost at least $8k! If I’m in her shoes I will be very pissed at my sister too no matter how much I love her
7,Good episode sia. EH SHIGGA SHAY DIDN'T EVEN END UP TELLING HIS STORY WTF MAN (it's ok still love u bro)
8,Walking out of dinner in front of people your partner doesn't know very well is just so selfish. It's embarrassing for the other party and shows how you're only prioritising your own feelings.
9,FINALLY a longer episode n the producers actually had more of a voice! Love it. Def  some good shit
10,"I think Kesha's fight was very fair - imo even if I might not be the biggest birthday person myself, it's fair to assume that other people would be, or at least care a little bit about their own birthdays. Like how we celebrate birthdays for/surprise our friends. It's just a nice thing to do, and shows some thought."
11,Yesss agreed its not about the “birthday” but more so showing that this person is important to you and you want to show it
12,"Btw whatever keisha is talking about is from the book called The Seven Principles for Making Marriage Work by John M. Gottman and Nan Silver!

If anyone's interested!"
13,"watching you guys talk is fun! you guys have such a great vibe! it reminds me of couple of years ago where a Malay dude from Singapore came to a nightclub in my country. He was so casual, open minded & relatable."
14,One of the best episode yet! Great topic n sharing !!
15,Shigga was my senior in secondary school & I remember him performing on our school’s stage :’) Now he’s collaborating with Jay Park while I’m just a potato!!! His rap was sooo good!! & shigga morning was such a throwback hahaha
16,you're a happy potato
17,Keisha fangirling over Jay Park is so me lmao
18,keisha kinda killin it in that dress ngl
19,Ngl would love to see shigga be back on the talk show 
20,the way i learnt so many life lessons from them... amazing. 
21,just good vibes from this video!! Love it
22,"i feel like a lot of men tend to do stonewalling cause theyre just not that good at expressing their feelings and they want some time to think through about what happened. anywaysssss, look at keisha she was damn annoyed with dew HAHAHA"
23,Everybody needs this video in their life! I cried when keisha spoke about fighting styles and when Munah spoke at the end hahaha tell me more about the different fighting styles!
24,"I lost it when Dew shouted, JATAN KELEPEK! ROFL"
25,the caption at 2:48 lol
26,"Something brought me to this channel. I don't know what. Really.. It just like hypnotise. I'm gonna add this to watch later, coz it's Ramadhan. but I will definitely watch later."
27,can you guys just do this thing like everyday
28,I just had a Gojek ad in the middle of the video and I found the music of the ad insanely similar to Just Saying TV’s intro music LOL
29,"LMAOOO 15:32-33 the caption 
 YA YA YA BOMBAYAH"
30,"""Noted with thanks!"" "
31,"It's nice to see the guest be as entertained as everyone and blend in tgt 
️
️ the rap was 
 "
32,"JANTAN KELEPEK, i dont even know what it means but gonna used it"
33,Shigga’s rap omg 
34,"Jade & Tyen
Fighting Since 1995"
35,Miss Saffron man ! This guy is kinda a yes man
36,"""JANTAN KELEPEK"" KJKSJKSJKDSJ omg rip"
37,That why i really don't like to be in love anymore. This will happen to me.. last time... Really really sad..... and crazy too..
38,Dew looking at his watch just before the vid ends....
39,Low-key having heat kicks drew
40,Who added the kpop reference to the subtitles at 14:33 after dew says ya ya ya 2x LMAO
41,"LOL the subs guy : yayaya, yayata, boombayah"
42,"Munah
️"
43,Munah and Keisha's outfits are BOMBBB
44,KEISHAAAA 
45,munah has the sexiest arms ive seen
46,For a sec I thought that’s Jian Hao
47,The subtitle was funny
48,Did anyone see that boombayah
49,"Ehh siall laa 
 long time sia tak dengar 'jantan keleperrr'.. My english teacher used to say  it when she got  angry at some boys in the class "
50,Someone please please please translate what is JATAN KELEPEK
51,Keisha is gorgeous
52,Shigga is so wise
53,My man also thinks that birthdays are not important and he say he will not do anything for those days. Don’t wanna do anything special just for it
54,"Keisha has the same birthday as me. 
️"
55,"just sayin! 
️
️"
56,"shit its been a hot second since i last saw dew, mans lost some weight and looking fire"
57,"KEISHA
️"
