Index,Comment
126,she made bad choices and can now advise others? wtf
127,"there is no such thing as unconditional love, as everything in life comes with a condition."
128,like that that pup pup pup leow ah?
129,"""u can choose your husband"", then she proceeds to choose a man who sells his nude? wow"
130,rip la this rs
131,now suddenly become life coach lol
132,blah blah blah 1 sided story
133,ironic statement coming out from a person who married the other party within months of knowing each other haha
134,she said a whole bunch of nothing
135,doesn't want to give but take take take and she admitted to it. modern feminism will be the end of the world
136,"u can choose to be responsible n nt get pregnant, nw ur kid suffers frm 2 individual parents making ur logic redundant."
137,"the first thing you discuss about a man is money, rather than man that loves you, treasure you, value you and respect you. prioritises ah"
138,she's be more pretty if she smiles only
139,she has a handsome face
140,"child is part of e prnts flsh&bld,thrs only so much nurture can do,is basically nurture v nature at e end of e day apple wont fall far from the tree"
141,tulah baru kenal brapa hari terus kahwin dah hmmmmmmmmmm
142,she jus explained common sense
143,lol... soooo why sia.. haiz
144,why they never though of this before shooting inside. then now their kids suffer more in a broken family.
145,set an example for your poor kid ...... dun lighting divorce .....
146,she went money in the first place now talk like some saint
147,the mother already set example no?
148,lol you influences all the same
149,them getting together was a publicity stunt. y'all falling for it is exactly what they wanted
150,never knew mother and father were spelled with d
151,one big round... back to no money no honey
152,these freaking influencers..what are they influencing really?
153,chose the wrong guy... red flag from the very start
154,than cook and clean and learn to not dress for the stress than you will find love
155,why does a divorcee opinion matter when she obviously made lots of bad choices in such a short span of her relationship. might as well ask a gambler for investing advice.
156,one month earn 3 k. but super love u. and eveyrhjng about u. will u consider
157,talking about urself huh
158,don't marry no such problem
159,hmmm....don't have kids lor... problem solved.
160,be a diao kia loh
161,then u want your child to think your vow and promises in sickness and in health is all fake? mama and papa married just for fun ?
162,"lol nothing to talk about , so now talk about this lol"
163,so basically what she saying is that she married for money.
164,short gun married
165,are those white hair or accessories?
166,but it's sad if the child is being taken care of by other ppl while the father goes for my holidays and bragging about it online
167,in a divorce the child is always the biggest loser
168,yapper
169,fader mader
170,go and find ang mo big dik la
,0
0,lj la say boyfriend 2 word very hard meh
1,wait till you play the uno reverse card. watch the reaction
2,yaya talk to so much but if the guy do this confirm fight break up not happy
3,"if they don't introduce the person as gf/bf, prolly they don't plan on sticking around for that long :')"
4,she wants to keep her options open...
5,gaslighting at its finest man!
6,that's it?! who am i to u?!!
7,"i think when introducing someone important to you, it should be done properly. to be fair and show that he is important to me in my life."
8,if it's the other way round . 101% sure prata alrdy
9,part 2 outnow
10,they beyond to the street brooo
11,obviously they ain't done partying
12,"hold hands, kissing and making out dont necessarily make u the couple, u might think it but to her u might be friday, or food bringer, or chauffeur"
13,confirm want to cheat one
14,what u mean it's too real? what the hell are they talking about? they are essentially justifying lies
15,aiya they say anything also can la guys say anything then different story
16,yo then dont get married
17,"this is my husband, my bestfriend, my fiance, my half, my everything @jin islam"
18,welcome to the next episode of fact or
19,her option to turn back and say i never was in a relationship #plastic
20,commitment problem den say lah
21,"i got u, i dont even mention girlfriend or wife"
22,"no it's not enough it can be viewed as fwb as well people now a days too judge mental so u have to say this is my girlf, this is my boyf"
23,"bf got labeled as a ""person"" and she asked ""why do u need to be labeled"""
24,keeping their options open.
25,"if it's hard to introduce your other half, he or she isn't the one."
26,"if u called by name, but end up kissing, people around u will be asking, so u guys are partners?so what is so difficult about just say this my bf? lol"
27,these are confused wannabe ang mo culture. even ang mo says...this is my hubby.
28,is a red flag... the reason why u should say he your bf so the other will get the back out of it... also is a respect for him
29,so whiny
30,tell me you have underlying issues without telling me..
31,cuzz you've been comfortable alone for awhile...that is why. possibly just dating men after men but nothing worked out long term
32,it's another story if it's your parents
33,merepek
34,"relationship is not a force, once you fall in love with someone, it will grow blossom till you didn't realised you're happy to say your loveones"
35,i just feel our ability to communicate and be vulnerable with others is decreasing
36,if you don't say that your husband or bf they will thought you are single
37,when you need controversial statements to boost your ratings..
38,that's it??? that's all i am to you??.....
39,"ladies plsss.. who are you kidding. you both will be the first to kick a big fuss & mad when your man say, she is so and so ""name"""
40,it's fine... as long as the guys don't address the girl as girlfriend.
41,"now only say like this when get married, confirm plus chop different story"
42,commitment issue
43,not wanting to own their decisions
44,plis watch part 2 guys. such a double standard
45,they wanna be different so bad.
46,"i usually say ""that's my wife"" while pointing at a box of tissues."
47,means commitment issues lah
48,#commitmentissues
49,eh this girl if thor is her boyfriend she'll def say it's her bf
50,"life is too short girl, in 50 yrs times, you will say that is my husband."
51,munaaaahhhhh !!!! u tell em !!!!!!!!!!!
52,this iss soooooo truueeeeeee
53,why do i feel cringe and secondhand embarrassment simple thing made complicated
54,"munah, that could be a situation-ship also so need the correct label"
55,"actually that's pretty true, so at least after the break up, they will regard him as ""his name"" instead of whoever's boyfriend."
56,eh uncle raymond siiioooooooot
57,fazz is simping
58,i would say its my client
59,i cant agree with the husband part.. but boyfriend still okay to call as partner.
60,if ang moh then everyday you will hear the word husband 1000 times wherever they go.
61,id intro my bf or husband... cuz im happy to have bf or husband ...
62,if i i will be proud to mention if thats my husband
63,munah has a point
64,sounds like peeps have commitment issues
65,bruh if the tables were turned......
66,so she got more choices
67,"the other way round, if we don't ""label"" them, it becomes a united nations emergency issue!"
68,ape saje je ni pompan
69,i'd love to call someone my wife idk what's the issue with these girls hahahaha idw labels idw this then don't have bf la
70,no topic
71,its hard for them to call the guy their boyfriends because they have more then one guy . they just taking care of the guys heart lol
72,this is why we need tate...
73,call him to to
74,chill lah..the feeling is mutual
75,"""hey this is faz and i have commitment issues"""
76,no wonder hashy and marc divorce
77,probably don't wanna lose them attraction eh
78,tooootally agree with munah
79,"say what u wanna say, in the end, confirm do opposite. especially if its reverse situation."
80,"""this my baby daddyyyy "" as i point to my husband"
81,im just another sneaky link
82,i am so proud of my husbandd! i was so happy to introduce him to everyone
83,this 2 not real ...long term making guys suffer
84,ps of him just say la for the money only right
85,we not always young
86,wives don't say husband. they say daddy.
87,and this people are putting their opinions on the next generation they themselves need help
88,hmm fair enough ig
89,to complicated
90,"probably the guy would say the same after marriage ""this is my partner"""
91,"tts y, till now they're not married. lol."
92,"talk big .. lol, wait till u grow past 30. the reverse will happen and even worse"
93,that's why we need andrew tate
94,miauuuuuuuuuuuuuuj
95,munah!!
96,does she introduce her mom by her name or tell people that's her mom? isn't she a person? isn't that enough?
97,why so feminist one?you want your partner to refer to you as gf or husband but you cannot do the same?men dont have feeling meh?
98,why fakkah always have to shout like his every response is a punchline
99,i like the word spouse!!!!! yall know i love married life pls. im going to have 10 kids
100,and thats how he got a second wife. (the first was just called a person)
101,but if the guy does it to her how cfm feel different
102,when we guys do the same thing to our gf or wife ... all hell break loose ....
103,airheads
104,if really love will say one
105,do what you want! just don't double standard.
106,just ask his husband to try say like that to.
107,wait how about see the couple making out but they are not couple??
108,munah is getting hotter and hotter
109,"if its not important, then why even get married"
110,"get me on this show, y'all! please."
111,"if a guy did that, the girl would say that the guy want to hit on other girls"
112,"and sometimes u assume they are a couple, they be like ""who are u to assume"""
113,"yes, i agreed with you laid"
114,"that ""person"" holding hands and making out with munah on the couch could prob be a scandal ahh since no need intro as boyf what"
115,munah can call me wtv she wants
116,"come on guys, bring this to spotify pls"
117,its okay @keishaisquiche you can call me daddy
118,if im married to keisha she can call me anything idc
119,alamak keisha u pretty but this one l ah
120,that's how complicated girls are. it is what it is.
121,this is so wrong on so many stupid levels.
122,women
123,women
124,"all these females talk only la , if it happens to you then y'all make noise or breakup"
125,they r like this cuz their bfs r simps. no real man will tolerate this bs cant blame em blame their men
126,all these western copycats' mentalities. no originality. puiikk
127,susahlah orang2 sekarang. if my husband don't refer me as his wife he dead. period. hahaha
128,"yea same, i don't intend to call my gf my gf, i just say her name"
129,can i say this? bwb..
130,don't understand why women nowadays likes to complicate things based on what they feel. but this has been in the english dictionary for centuries
131,yah what happen when aur bf say to a gerl like that? sure kena pinch and make a big huhaa..
132,& the girls wants us guys to show off them on the sm
133,"if the guy is extremely rich and handsome, she'll be shouting hey this is my boyfriend left right center"
134,for the streets boys...
135,@andrew tate @tate quotes @andrewtatecommunity
136,ayat playgirl nie...ayat coverrr
137,if guys say and do the same.. u see what happens
138,what's this
139,hmph women
140,"help your ears, lower the volume for this video ."
141,stop begging me to marry you then
142,munah!
143,uncommon munah l
144,ya that's why i tell my friends this is my bitch. no need say she is my gf.
145,if u not label as a husband/bf means u can go to anyone and do the dirty without being at the wrong bec u are not label as husband/bf
146,"as a queer woman, i find it kind of icky when hets call their significant others their ""partners"". i don't know what it is."
147,the gaslighting go crazy
148,"*not addressing your husband as your husband"" f**k my typos"
149,"if gawk gawk at staircase also but if the girl don't call you her boyfriend, you can literally be anything to everybody else"
150,toxic
151,how to gaslight people 101
152,kiss on the couch and all can be fwb in this day and age
153,insecure ass girls
154,no need to say means no need to commit?
155,no way i spend my whole life on the special one and not get called a bf/gf. wtf? its respect bro
156,wtf they react eww then wtf you pick them if you introduce as bf then the other person know it's true love
157,is it me or do they sound so childish
158,childish
159,"""as a person...."" hahaha that was cute... if you're into polygamy then yeah it's enough. nothing against polygamy... just saying... factually i mean"
160,bitches theory
161,"at this era what you say is no more valid girl. you can do the same to your fwb, scandal, sugar daddy's u name it. plus next hngout with the same group you might pull up new guy and does the same duh what you calling tht dude this time? spare part 2.0? what's the struggle lol"
162,terpaling high end thinker.
163,oh nice a feminist that doesn't like labels but would make out infront of everyone. jus some bs sg youtuber moving on.
164,if u compare those legs
165,"when you die wealthy and it's last will and testament time, you're the husband and they're the wife all of a sudden. labels huh?"
166,"those 2, dear men, are walking alimonies."
167,"wow, clearly dealing with an airhead here"
168,the malay girl sounds damn bimbo
169,toxic vibes sia
170,immature ladies
171,"imagine boyfriends do this, girls will lose their $hit, she's _____ and not say she's my girlfriend or wife"
172,hahah if u go around touchy with every guy on the couch then everyone is your bf n husband?
173,cb this munah abit annoying tbh
174,you play girl la
175,munah laying facts!
176,want to marry but no guts to say husband. what kind of important person is this to you? your moneybank? lj la
177,if its the men saying that... we will be in deep shit..
178,"so it's like after sex you just need to reply ""noted with thanks"". faham."
179,lj la
180,malayyang cai hua
181,vice versa
,0
0,these two also cmi
1,shout what shout diam la
2,@:p @d blkng tu tmpt apaaaa hahahaha
3,her count -10?
4,18??? they look late 20
5,less than 10 and more than 5? *more than 5???* so must be more than 5?
6,for a moment i thought body count referred to the number of people they killed...
7,red flag
8,"just say 1, you're looking for true love"
9,one of the reason why i aint having kids
10,@ the comments
11,expect so much but ownself cmi
12,this generation is gone.
13,im 19 i deadass thought they mid 20s++body count above 5 is normal idts
14,wa new generation gone
15,that's why we need andrew tate.
16,i'll probably only have my own body weight to look at
17,"watch andrew tate gs, how the westernised messed up thinking has messed with our society"
18,gen zoes
19,sorry?? 18!?!?
20,i thought it has something to do with height and weight holy -
21,so proud ahhh
22,try showing the video to their parents.................
23,"i was studying for the a level when i was 18, and went army when i was 19. where got time"
24,piak count 100 is a red flag
25,u all legit cmi
26,bro dont say the age pls. im 20 n disagreed with everything about fwb
27,"i even need to google what is body count. after i google, why need to at least 5 . i can't imagine 10 years after, how human world looks like"
28,they think they v cool isit
29,"i got 3, buried somewhere"
30,at 18 more than 5? damn
31,"i am 25 n mine is still 0
18 year old achieve 10 by mid year or just before reaching 19?"
32,hahahaha! the 'bulan direct' not ok with it she need a mirror
33,@mudder
34,iw go drip to get interviewed now
35,@maomao how ah ?
36,0 how
37,eeeyer idw to date anymore
38,cb can be my mother already
39,cb i already 50+ already scared no gf meh @saf c4i @sucgasm
40,i recommend watching their body fat percentage ba.
41,gg
42,why need official? 18 year old no financial or emotional stability official for what?
43,emmmm
44,reason number 2736 to not have kids
45,"less than 10 more than 5 , a lot ,"
46,why need more than 5...
47,20means
48,juz curious... does paid ones consider in the count too?
49,yo when is the next one i also wanted feeling feeling interview
50,haiz i pity de future
51,talk so much
52,"haram. get the rocks, abdul."
53,sorry the moment u mention fwb u lose all right to be picky about body count
54,haiz i pity de future
55,sorry the moment u mention fwb u lose all right to be picky about body count
56,"it do be like that, fwb is the norm now"
57,once you're past a certain age you stop counting. trust
58,i can't believe fwb exists and people doing that lol
59,among us
60,@rarahbone aku ingat kau
61,ah cb expect guys less thn 10 but they alr more thn 10
62,double that & give it to the next person
63,@jovaan lol
64,"not okay, i date to marry. also more body counts increase chances of infidelity."
65,i don't want to live in this world
66,this gen really mampus liao
67,they talking about bmi counts?
68,"less than 10 more than 5.
cristiano ronaldo is 7. hahaha. good luck finding their dream guy hahaha."
69,why do you mean ? haha if he was with you and you set a boundary while you're dating. the body count shouldn't be important. you should be the last one and make sure he had safety. just saying
70,what the hell
71,if u plant endangered flowers on top of a dead body the authorities can't dig it up.
72,they are not exactly seulki material either...
73,lj
74,hey lets not generalise here although i cant understand why say more than 5
75,"sg girls cannot make it alr, freaking self entitled princess syndrome"
76,these comments are not it
77,wth did i do to deserve this algorithm
78,while im 35 and have 2 body counts only omg. lol need to do more
79,guys that date this girl will have their virginity returned multiple times over. -5
80,young women has the rights to choose... just wait till they gets older... 50 also ok....
81,you can tell that religion is absent in their lives
82,"no offence but do young boys nowadays rly just bang whatever they see? i'm sorry but yoooooooo, either they are lying or y'all setting the bar lowaf"
83,wat in the wat did i just watched...
84,andrew tate was right
85,double standard women.
86,say only but end up still simping for the guy
87,two bimbo
88,imagine she 18 years old and body count 20. that one not even red flag man just get her therapy
89,it's always the 1s
90,a key that can open many locks is a good key. but a lock that can be opened by many keys is a lousy lock.
91,at 18 that is deff not okay tf
92,a face like that wants a guy with body count less than 10. i think a guy with a body count 50 would have avoided a person with a cow ring.
93,what's body count? @g
94,whats a body countttttttttt
95,18 year olds r wild nowadays.... @rkar_
96,so nice seeing my ex friend get opinions from public instead of being upset with me
97,me in my 20s still a virgin: ..
98,damn tired of my generation. all belong to the streets
99,what happened to stds
100,their parents must be proud
101,bunch of ls
102,double standard sia
103,talk abt fwb because that's the most guys would wanna be with them
104,i wouldn't accept either even if their body count is 0.
105,that's why the 90s stop reproducing
106,"cfm feminist, equality only when it's advantageous"
107,body count at 18 less than 10 max 5? is that in now?
108,why am i born in this generation wtf
109,"i know one 23 xmm have more than 30 and lost count, and telling me that my mentality of her being a slut is just old man thinking"
110,cmi screaming biiiiii
111,can y'all interview someone decent at least
112,"whaaat age 18 with 8 body count??? by age 35, they would have bagged 50 body counts"
113,gen z? gen disease
114,"i understand why our parents were worried, 16-18 yrs old alrd so sexually active?? mei you o/a levels meh"
115,"red hair, stay away from her"
116,"if she had hoe phrase ,she ain't the one ,get mad if uw. other guys would agree too"
117,wtf is 3s
118,wtf mentality
119,toxic culture
120,pecah... generation aku pecah. kenape aku kene lahir dalam generation ni
121,you ofc single digit la
122,why u all only can talk about sex only
123,they def being passed around like basketball
124,lol.. both body count also won't below 10 then want be so arrogant please look at mirror
125,youngsters these days are sick.
126,theres no form of decency nor dignity anymore
127,what is wrong with teenagers these days.....
128,what the heck is body count
129,"meikirathu yerumeh, ithuleh perumeh"
130,y'all in the comments damn boring everytime a girl talks y'all can't do anything but comment about her looks
131,tell me whats body count?
132,slut or what
133,future is actly right she for the skreets
134,always the cui
135,why buy the cow when u can get it's milk for free?
136,your dad see this might be proud their daughter have grown up
137,@yujinkei u lucky ur body count reset in 2023
138,wow im 0
139,"at 1st - i thot body count was body fat percentage - & why 1st girl wants lesser when she is on the higher side n then oohhhhh ""more than 5""?"
140,lol jialat sia these girls pui
141,damn why the cow got alot to say tho
142,they look like people who would be single and those who stereotype people when they are worser
143,i'm looking forward to meet the next annabel chong
144,at 18 body count less than 10 is just okay??
145,sheesh i thought they tqlking about killing people
146,why u all got so many body count!
147,when asked about their own body count the girl freaked out.
148,camsial
149,wah lol they'd be lucky to even get a virgin
150,"18 years old with 6, 7, 8, or 9 body count? damn"
151,wow they're here and proud of it. truly corrupted generation. ashamed to be part of this corrupted generation.
152,no wonder so many single moms nowadays
153,wtf that girl shouting for? she very proud of her body count isit?
154,both also cui
155,omg.. so sad for the parents. the line between trash and gold has become more define.
156,i seriously think this two girls are double digits in body count within the next 3 years
157,this is what the younger generation has come to.. sad shit
158,low standard interview
159,wait she say she think fwb very fvked up but body count probably 5+
160,seems like a number they need to clock as a report card in their transcript. congrats you got a grade. lol
161,ok but why they so proud
162,double standard
163,always the 2s
164,they got body count!!
165,first girl looked like she's a mother of three
166,no wonder so many diao kia
167,nah at 18 a 10 bc = for the streets
168,that one question from him just obliterate them
169,"this two if more than 10, gotta be either charity or public latrine. sorry for being blunt."
170,girl with red hair if manage to get 1 is alr a miracle.
171,now i will be wondering if my kids will be my real kids
172,these people think that they cool
173,less than 100 is kinda of pathetic though
174,uckers
175,shit my body count is 200
176,try looking like a more than 5 less than 10 first then say la
,0
0,@jayjay dude force prep on her
1,@joseph poh next time the bf ask her camo on
2,@chingchongching i also want this toggle rope thing
3,@masay0shi future u
4,shibari with army ropes
5,@itz_pw enoch in the future proud to serve his nation no matter in what way
6,"1 toggle rope enough, i still got emart credit"
7,a true man. salute
8,serving the nation and girlfriend
9,cfm learn from encik
10,"not only you scared man, we pull out that ten thousand years never touch rope we also scared"
11,going field camp
12,ns teaches practical skills
13,silk ties are a better option.
14,promote him immediately
15,he got camo on?
16,boi i thought he put the rope inside
17,@itz_ruzz @prvnce_anxqze ni baru sayang saf
18,you lucky not comms cord
19,saf issued
20,this probably the most messed up thing @j4n53n would do
21,rare ns w
22,where's this ep at
23,shibari use with toggle rope
24,next thing he gonna do is ask you to do changing parade
25,renacting pow scene
26,what video
27,@brandonnnn @jt @jennie time to try
28,when he pulled out
29,making full use of the toggle rope wisely
30,"""use what you have around you"" taken to the next level"
31,is just rope sis
32,man of culture
33,"mine was they start going through my closet to see my shirts and my books, why don't they leave, i was so scared"
34,"""i was scared when he pull it out"" yeah i scared when i pull it out and need to use also"
35,hope he dont spend all
36,hormat saf
37,"i might try, it's giving me ideas now"
38,@user09431324 @dy2zbmzbjinp @dshn.2906 @user85684045 @cjsm_
39,bro don't know what's toggle rope. must be storeman or clerk
40,my g prob had the time of his life during ns
41,you know he's not from sad when he don't know what's a toggle rope
42,how to use u also got the rope
43,you see usually the 10s dont talk about this easily.
44,@alfred3688 play toggle rope bro
45,"the way she said ""pulled it out"" made it sound like the rope was in his undies for like ""dramatic effect or smth"
46,i thought another kind of pull out
47,fuyoh man pull out game strong
48,cap
49,sus
50,what did he call that thing? ilbv? man these kids are way young.. soft army
51,"""when he pulled out.."" cb. i tot is her bf did the ""pull out"" method and sth bad happened."
52,he want cook a pig
53,need at least 2 rope to tie a hippo
54,bf wanted to tie up roasted pork
55,wow! what's her @? promise i won't tie her up.
56,like hog tying a pig ah
57,this people can only talk about sex..
58,toggle rope eh
59,what else will u use to tie a hog?
60,someone used it on him before ?
61,@sgt how to use the rope on my gf ah?
62,wtf. inside her?
63,wah lao. won't get rope burn meh?
64,"i aint using a rope, i last 5 min and the rope takes 10"
,0
0,andrew tate . andrew matrep
1,common tate w
2,"don't expose the girls till like that la , afterall they want to be view as ""holy"""
3,since when andrew tate come sg
4,hmm...people can be platonic too.....
5,fax
6,"we dont need speed dial , we need good men"
7,but definitely nt him...
8,no false.
9,straight facts
10,no wonder aisyah aziz left him
11,personally i would not do that..... i would be a friends cause i spend 2 month on our friendship to not fall for her
12,facts
13,yes
14,#truthhurts
15,yawn.
16,hahaha actually true! you see one kunyang guy hang around with 5 girls is an opportunist.
17,facts
18,i feel very attacked
19,true
20,@leciaaaaa i admit
21,its the power of the meow
22,facts!
23,common tate w
24,part 2?
25,nope i don't.
26,biteeeeeeeee
27,"it's true, same as"
28,oop @officialvixen_
29,dun hv true story
30,no la i no guy friends
31,true!!!!
32,no girl will call one. cos they know it's true
33,all used products at such a young age
34,facts
35,she's hot
36,"hahaha. ""he is my bestie"""
37,this raymond fella is saying facts
38,bro factsss
39,girls.
40,can't hear anything but facts
41,this is a joke copied from chris rock
42,truth.. there is no such thing as a guy who only wants to stay friends with her.
43,"i feel like i've heard this exact bit performed by a comedian before. like years ago. even down to the ""in case of emergency, break glass."""
44,hahhaha exposed sia
45,no lie detected
46,agree la bang
47,abang tate
48,haha true sad but true if guys have it kena kecam later hahaha
49,"""in case of emergency break glass"""
50,true!!
51,let me save the video please
52,@theeesyukri
53,astaghfirullah
54,w
55,w
56,word
57,"""i feel really attacked"" , can see the truth from her respond."
58,i don't have. :(
59,no
60,@geo @notanybodyimportant69
61,the malay andrew tate right there..just without the shades
62,munah can speed dial me anytime
63,man out here spitting fax
64,"is it just me who thinks that the ""platonic friend"" is something else"
65,"true. and if youre the friendzoned guy, dont waste your time. while youre simping for her, she's out getting her freak on with someone else"
66,lol all the people who are agreeing are guys? get a girl la to actually verify if this is true or not
67,"that's not true fakkah although i have, in my lifetime, met and dated women (actually only the malay ones) who can put a guy on standby."
68,w @fakkah fuzz
69,i thought munah is muslim? can have sneaky link one meh?
70,fakkah tryna pull an andrew tate
71,this guy is sg andrew tate
72,@lelok1233 ahmad tate
73,andrew tate pasar malam version
74,the gurls all bedek mode smile smile choked laughter... matibusuk already... #attackkan.....
75,crazy how these people have fanbase
76,fuzz thinks he is cool...worst comedian ever
77,i have male friends but i do not have a d*** speed dial
78,tate fuzz right here
79,ahmad tate
80,come i treat you makan for this video
81,fuzz tate
82,eh musibot uncle raymond sia b chachang kej ko ko sia siang keh
83,fandrew fate
84,no la nonsense
